PLAYER_ID,PLAYER_NAME,TEAM_NAME,TOTAL_XG,GOALS,SHOT_COUNT,XG_PER_SHOT
51szz5ti75hkckhdj7sk5n36d,A. Valencia,Manchester United,0.7671941655707962,3,16,0.0479496353481747
vl1b0gayryiqvl5dlukpmswl,A. SÃ¡nchez,Arsenal,6.281723465593047,6,68,0.0923782862587212
aafz6q5ggn9e6m5hprc71lgph,M. van der Hoorn,Swansea City,1.1183021980885908,1,10,0.111830219808859
wr2f0yl1bf68r73hkjee2pqt,T. Bakayoko,Chelsea,3.0537932308911975,2,40,0.0763448307722799
2mvi0tqbe0ssqz18wlbf7p7f9,P. Crouch,Stoke City,4.368036476777273,5,23,0.1899146294250988
8920kmyrmhle0rmi3tcvujwet,M. Ã–zil,Arsenal,3.128616768023943,4,39,0.0802209427698446
5nt3khx8jtvz8n83tzuaot68l,M. Rojo,Manchester United,0.2393636501155126,0,5,0.0478727300231025
9jiectkc8rk0ivxn80l87ic45,I. Slimani,Leicester City,1.250626056200852,1,7,0.1786608651715502
7udt7gcpdccho3xwb2zoiq02d,S. Francis,AFC Bournemouth,0.5979610834079429,0,13,0.0459970064159956
8pb6iiphpyxdlpbs4dpunr8wl,S. Aurier,Tottenham Hotspur,0.6839002506063147,2,15,0.0455933500404209
edbfrlou976fl038ocrpa09h,D. Sturridge,Liverpool,2.2585434198365704,2,21,0.1075496866588843
6g857hx8sdddxaxs487e1xihh,M. WaguÃ©,Watford,0.3508440067495304,1,3,0.1169480022498434
aiehjyb5unahdn0somr3ewa1h,J. Lolley,Huddersfield Town,0.1385370891168689,1,3,0.0461790297056229
65z99j774kjnbf7vm0u2q0jit,K. Trippier,Tottenham Hotspur,0.2666132388021085,0,7,0.0380876055431583
33cny48k38nlo8pcx3i24ldqt,P. Billing,Huddersfield Town,0.370949812813088,0,7,0.0529928304018697
9hvnc4u8llay0i2nq37gdshjp,J. Puncheon,Crystal Palace,1.527366346735075,0,10,0.1527366346735075
9tc6mprxpu2rc5ptlp5ljw7h1,T. Alderweireld,Tottenham Hotspur,0.4747526879202454,0,10,0.0474752687920245
a3ms8havadt1y9x381l325txx,V. LindelÃ¶f,Manchester United,0.0208822466858162,0,1,0.0208822466858162
b99vbk3jddyzdw29h7ea0ma51,G. Nkoudou,Burnley,0.2134912393272898,0,4,0.0533728098318224
8kar47kxxc8f20vc9ul2ez3yt,O. Burke,West Bromwich Albion,0.4945530707916839,0,4,0.1236382676979209
5qfa3h4gut5jlnfkexq5m1djp,H. Winks,Tottenham Hotspur,0.1536114326271441,0,3,0.0512038108757147
ub3g41w6l3yfyzs4h24vpn8p,M. Obafemi,Southampton,0.2232355615693499,0,1,0.2232355615693499
9jw0h4escxh3eqz8oh860r3yt,E. Bailly,Manchester United,1.1112351088356383,1,3,0.3704117029452127
a7uo47nehqo2irfllck81uqxh,J. Riedewald,Crystal Palace,0.0549418646872933,0,1,0.0549418646872933
dirz5ieaz5ewtdcs3x1ndge6t,E. Mangala,Everton,0.100335397874444,0,1,0.100335397874444
596e4chumhaa7t4xctzglthw5,C. Fuchs,Leicester City,0.4599022864197068,0,11,0.0418092987654278
6b9erfx1rf9nff83300tntadx,Roberto Firmino,Liverpool,9.191870768995743,14,83,0.1107454309517559
1xscywgyfqisqexmpfvbf9g45,H. Mkhitaryan,Arsenal,1.7905453677753576,2,21,0.0852640651321598
axicg3mdtrur97rjz423pl8t1,A. Mooy,Huddersfield Town,2.640619006189488,3,28,0.0943078216496245
6fz5d1z4587tqdldr261cp1p1,M. Noble,West Ham United,0.824908052842481,2,13,0.0634544656032677
2oijcg6e36mwy3ie1num5wclx,T. Walcott,Everton,1.8108962020029225,3,19,0.0953103264212064
51xwrb0qit04oz9x01p2gghjp,K. á»Šheanachá»?,Leicester City,4.440796032605793,3,29,0.1531308976760618
6m2pk6odyb3atayt6u8cifahh,D. TadiÄ‡,Southampton,4.778108388347949,5,39,0.1225155997012294
2smmv9hdoiet7necaf00ol51x,T. Mings,AFC Bournemouth,0.0204245545353877,0,1,0.0204245545353877
9wbf00lybk9fqablaqwg5cn2t,Ä°. GÃ¼ndoÄŸan,Manchester City,3.22177841232692,3,34,0.0947581885978505
3e8mxxfs5q7gt4lg2beqpkwyd,BellerÃ­n,Arsenal,2.1824142677767133,2,29,0.0752556644060935
7ws6w5ad1qkd8wffyb74m28l,C. Cathcart,Watford,0.1151612221356302,0,2,0.0575806110678151
7uxt9a7t22ij4reg1uire5uqd,L. Shaw,Manchester United,0.5545258251798743,0,12,0.0462104854316561
7btmjzlihczblbm55jtopzg0l,J. Hogg,Huddersfield Town,0.7043860181376709,0,12,0.0586988348448059
9g7jit9xa9c5b25gfl6wy7kd1,A. Westwood,Burnley,0.7353640328904861,0,8,0.0919205041113107
f5567t48q0846fsnq6d3mqfv9,Iborra,Leicester City,2.064391571998668,3,14,0.1474565408570476
eziqega9e25bg939pfh4vjp3p,A. Robertson,Liverpool,0.8758025422073411,1,12,0.072983545183945
d1qg8ju3u13idyvvncz6zb105,G. Cahill,Chelsea,0.6291948423561479,0,10,0.0629194842356147
3imsbq3n9zgkzp668lsbklg45,Mohamed Elneny,Arsenal,0.4486519898123742,0,8,0.0560814987265467
6nd207wf78npdd9ui5hom1xat,S. Okaka,Watford,1.795068428631449,1,10,0.1795068428631449
a8gzcehm7lkmw9fe2ofrna3th,D. Fletcher,Stoke City,0.5400565459580857,1,11,0.0490960496325532
3vxh219sef8mooilemi8xbs9h,Philippe Coutinho,Liverpool,3.605170059804892,7,54,0.0667624085149053
4fsvhj2hcujfwrz0kjo76u1g5,J. Stanislas,AFC Bournemouth,3.20015274942536,4,44,0.0727307443051218
dxze3b3fsfl814bjcs7q6wcet,V. van Dijk,Southampton,1.0688050614015028,0,11,0.0971640964910457
bhsoe49s9vpa6v62rswirhsl,R. Bertrand,Southampton,1.2653634243668783,0,20,0.0632681712183439
az767vfe6ig8vwir9uu2eu3th,E. Kachunga,Huddersfield Town,1.9054310044849745,1,12,0.1587859170404145
6wa837v5i330nm5lqm9nckfrp,D. Stephens,Brighton & Hove Albion,1.7087206147688083,0,19,0.0899326639352004
16l7395yh2w7bphsec4j6hu51,P. N'Diaye,Stoke City,1.7031059693958028,2,19,0.0896371562839896
9clhampzc9mhqacithsgioc0l,M. DembÃ©lÃ©,Tottenham Hotspur,0.5702966844646772,0,11,0.0518451531331524
7jn9kl5wq29d41ekc2fz2rs2d,N. AkÃ©,AFC Bournemouth,1.447348194240509,2,18,0.0804082330133616
7c3ue1a0utnvk7986i3cwk7v9,S. Mustafi,Arsenal,0.6873680637432668,3,13,0.0528744664417897
356hlyxmm0xoknzmoxfu2frv9,S. Defour,Burnley,0.9575591704588344,1,19,0.0503978510767807
4oyobe8stmkj7v4t6dci66g2d,P. Zabaleta,West Ham United,0.5419465028389941,0,6,0.0903244171398323
3agihhqej8zosfte96z4rot79,P. Mertesacker,Arsenal,0.2092068724100056,1,2,0.1046034362050028
66939rcic8zhw13nlcniiq4t1,B. Mee,Burnley,1.8272630723411356,0,25,0.0730905228936454
ashza2qkgnak7wb3vuz5bnzyt,D. Ings,Liverpool,1.097042422726823,1,8,0.1371303028408528
bc0xr30uxu4ppotxy8qe4f5cl,H. Arter,AFC Bournemouth,0.5270522753740761,1,11,0.0479138432158251
9sbx7dlressy910i8uuztf93p,Z. IbrahimoviÄ‡,Manchester United,0.2711452292863264,0,4,0.0677863073215816
b27pmpcvny40pkcx87tdddsyd,A. MitroviÄ‡,Newcastle United,0.6394417765328242,1,4,0.159860444133206
dirz5ieaz5ewtdcs3x1ndge6t,E. Mangala,Manchester City,0.1606309579762781,0,1,0.1606309579762781
1z3g8r34ph9ns6y1qd7qrhnmd,D. Sakho,West Ham United,1.260934324751574,2,9,0.140103813861286
4szqfu5xdvo92qzfr2rywjdud,L. Ulloa,Brighton & Hove Albion,0.8990134755117108,1,2,0.4495067377558554
dd6ao1xyzj2ll9w394f250qtx,J. Collins,West Ham United,0.2741252815223058,1,4,0.0685313203805764
8pvha1gcylcga0biqxrf805pl,T. Campbell,Stoke City,0.3317482652369078,0,2,0.1658741326184539
9kvp5ddeay1cmfwoao8eo1vbp,S. Byram,West Ham United,0.2464998924043153,0,4,0.0616249731010788
f2wjw84p0ztxt636u2ibnoxxx,M. Sakho,Crystal Palace,1.4473414336954813,1,3,0.4824471445651604
3pxe4cqev5loojxj45tphh13p,K. Bartley,Swansea City,0.1385282280278541,0,2,0.069264114013927
3yl0m3n14kek9pwkp7catyh9l,A. Sabiri,Huddersfield Town,0.3078261775383636,0,5,0.0615652355076727
cyg7icft0ojp9wdbyq9nlkwyd,J. Murphy,Brighton & Hove Albion,0.0707348750849532,0,1,0.0707348750849532
23oysjfutg5xy1f3o9bapnmxh,Javi Manquillo,Newcastle United,0.0815700949743394,0,2,0.0407850474871697
by3erot4bzfc6y1oip4aayoyd,B. Watson,Watford,0.0452997597729627,0,1,0.0452997597729627
2tw82upv8rbgsrdlnz696sez9,J. Izquierdo,Brighton & Hove Albion,4.450036945189701,5,52,0.0855776335613403
6v1o4s2acog9guff3folo1jh1,J. Vardy,Leicester City,11.649301978804395,15,65,0.1792200304431445
7fmpgkx58o9pivo2bbnxxkt05,Aymeric Laporte,Manchester City,0.1426729003765121,0,3,0.0475576334588373
9ikkppq7uewf36gahgz0kzaol,W. Zaha,Crystal Palace,7.841324680354243,9,64,0.122520698130535
e9f7232gs1vgtv7frh8spdbkl,K. Long,Burnley,0.9793244569601544,1,10,0.0979324456960154
1jz6a0l9q2v38adtntoe30t1,Kenedy,Newcastle United,2.358793361975988,2,23,0.1025562331293907
d67qj0sakwrfzbscleo4dbget,Joselu,Newcastle United,4.931823615602417,4,46,0.1072135568609221
25yu90pekqr1lhs098f3uxy39,J. Henderson,Liverpool,1.0946327765876867,1,15,0.0729755184391791
9q1pgu6p4wcn9qg4idxsipql1,B. Mendy,Manchester City,0.2004357051757951,0,5,0.040087141035159
6lz4bncnjfcm7wrtuiovguv2t,A. Nyom,West Bromwich Albion,0.1146647539220293,0,3,0.0382215846406764
2unorlgh6lxy19g0pgydg65ed,C. Dawson,West Bromwich Albion,2.9123301263430714,2,16,0.1820206328964419
54h69199gtsavspwblux98dsl,E. Hazard,Chelsea,5.983593005692716,10,69,0.0867187392129379
3ikhefktnj44ys7rqjzr5q09h,A. Martial,Manchester United,5.248092777402296,8,48,0.1093352661958811
7paw998ux29k7hx4t1g0wu85x,A. Young,Manchester United,0.9299295138764628,2,18,0.0516627507709145
cwanyl6uih4b22xu66y4u9lud,V. Moses,Chelsea,2.8551989527411212,3,35,0.0815771129354606
3c7vnmec038bhz5rq36ywi2fp,M. Antonio,West Ham United,2.594843453540556,3,34,0.0763189251041339
3ojzrb5okc6i1jf1o7okovnjd,T. Fosu-Mensah,Crystal Palace,0.3961633001748546,0,8,0.0495204125218568
3or340khwmwl7p176xe839w5,G. Murray,Brighton & Hove Albion,6.95233859392584,8,47,0.1479220977431029
a5jevih0cosa0398dvl3bz3rp,E. Pieters,Stoke City,0.1353691669321634,0,3,0.0451230556440544
dx2hg0tpp4tkpdtdrhdjghp05,C. Yacob,West Bromwich Albion,0.4212444331776751,0,8,0.0526555541472093
