ID,X,Y,ANGLE,HEAD,FAST_BREAK,PREDICTED_GOAL,XG,FOOTBALL_PITCH_CELL
2673,61,13,6.570560143388217,Y,N,N,0.0165932674902108,X60|Y12
2672,61,13,6.570560143388217,N,N,N,0.0331694616787786,X60|Y12
2675,61,13,6.570560143388217,Y,Y,N,0.054099031758626,X60|Y12
2674,61,13,6.570560143388217,N,Y,N,0.1041734567266714,X60|Y12
2677,61,15,6.477796787098221,Y,N,N,0.0165017284220894,X60|Y14
2676,61,15,6.477796787098221,N,N,N,0.0329895453567799,X60|Y14
2679,61,15,6.477796787098221,Y,Y,N,0.0538119087859585,X60|Y14
2678,61,15,6.477796787098221,N,Y,N,0.1036496925166188,X60|Y14
2681,61,17,6.374924829128783,Y,N,N,0.0164007947308117,X60|Y16
2680,61,17,6.374924829128783,N,N,N,0.0327911254895221,X60|Y16
2683,61,17,6.374924829128783,Y,Y,N,0.0534951783637405,X60|Y16
2682,61,17,6.374924829128783,N,Y,N,0.1030715773590304,X60|Y16
2685,61,19,6.263015542513556,Y,N,N,0.016291683352876,X60|Y18
2684,61,19,6.263015542513556,N,N,N,0.0325765837870687,X60|Y18
2687,61,19,6.263015542513556,Y,Y,N,0.0531526209071367,X60|Y18
2686,61,19,6.263015542513556,N,Y,N,0.1024459174125258,X60|Y18
2689,61,21,6.143174532391621,Y,N,N,0.0161756300896276,X60|Y20
2688,61,21,6.143174532391621,N,N,N,0.0323483402940535,X60|Y20
2889,61,21,6.143174532391621,Y,Y,N,0.0527880805131399,X60|Y20
2888,61,21,6.143174532391621,N,Y,N,0.1017796457104171,X60|Y20
2891,61,23,6.016518253968181,Y,N,N,0.0160538607397782,X60|Y22
2890,61,23,6.016518253968181,N,N,N,0.0321087970094726,X60|Y22
2893,61,23,6.016518253968181,Y,Y,N,0.0524053757096989,X60|Y22
2892,61,23,6.016518253968181,N,Y,N,0.1010796625448892,X60|Y22
2895,61,25,5.884152653567336,Y,N,N,0.0159275659760237,X60|Y24
2894,61,25,5.884152653567336,N,N,N,0.0318602887337279,X60|Y24
2897,61,25,5.884152653567336,Y,Y,N,0.0520082214756582,X60|Y24
2896,61,25,5.884152653567336,N,Y,N,0.1003526952826191,X60|Y24
2899,61,27,5.7471544681626785,Y,N,N,0.0157978805238661,X60|Y26
2898,61,27,5.7471544681626785,N,N,N,0.0316050422437097,X60|Y26
2901,61,27,5.7471544681626785,Y,Y,N,0.0516001642951663,X60|Y26
2900,61,27,5.7471544681626785,N,Y,N,0.0996051808527296,X60|Y26
2903,61,29,5.60655551267197,Y,N,N,0.0156658668688626,X60|Y28
2902,61,29,5.60655551267197,N,N,N,0.0313451442540376,X60|Y28
2905,61,29,5.60655551267197,Y,Y,N,0.0511845310039472,X60|Y28
2904,61,29,5.60655551267197,N,Y,N,0.0988431723961945,X60|Y28
3105,61,31,5.4633300922532735,Y,N,N,0.0155325034329353,X60|Y30
3104,61,31,5.4633300922532735,N,N,N,0.0310825180677,X60|Y30
3107,61,31,5.4633300922532735,Y,Y,N,0.0507643913123264,X60|Y30
3106,61,31,5.4633300922532735,N,Y,N,0.0980722700314422,X60|Y30
3109,61,33,5.318385510405096,Y,N,N,0.0153986769354065,X60|Y32
3108,61,33,5.318385510405096,N,N,N,0.0308189083803932,X60|Y32
3111,61,33,5.318385510405096,Y,Y,N,0.0503425331960859,X60|Y32
3110,61,33,5.318385510405096,N,Y,N,0.0972975744555822,X60|Y32
2962,63,-1,6.648083907949584,Y,N,N,0.0166701508888423,X62|Y-2
2961,63,-1,6.648083907949584,N,N,N,0.0333205470260942,X62|Y-2
2964,63,-1,6.648083907949584,Y,Y,N,0.054340092176931,X62|Y-2
2963,63,-1,6.648083907949584,N,Y,N,0.1046129672846754,X62|Y-2
2760,63,-3,6.634788754729415,Y,N,N,0.0166569407226755,X62|Y-4
2759,63,-3,6.634788754729415,N,N,N,0.0332945891015888,X62|Y-4
2960,63,-3,6.634788754729415,Y,Y,N,0.05429867904658,X62|Y-4
2761,63,-3,6.634788754729415,N,Y,N,0.1045374760325862,X62|Y-4
2756,63,-5,6.608356637197878,Y,N,N,0.016630708128504,X62|Y-6
2755,63,-5,6.608356637197878,N,N,N,0.0332430400920733,X62|Y-6
2758,63,-5,6.608356637197878,Y,Y,N,0.0542164338797273,X62|Y-6
2757,63,-5,6.608356637197878,N,Y,N,0.104387534654548,X62|Y-6
2753,63,-7,6.569099276258632,N,Y,N,0.1041651902225264,X62|Y-8
2752,63,-7,6.569099276258632,Y,N,N,0.0165918220417589,X62|Y-8
2751,63,-7,6.569099276258632,N,N,N,0.0331666209685348,X62|Y-8
2754,63,-7,6.569099276258632,Y,Y,N,0.054094498879669,X62|Y-8
6226,63,11,6.454065081286064,Y,N,N,0.0164783897980539,X62|Y10
6225,63,11,6.454065081286064,N,N,N,0.0329436688851686,X62|Y10
6228,63,11,6.454065081286064,Y,Y,N,0.0537386851333911,X62|Y10
